-1.000000000000000000e+00,1.497070068359375000e+03,2.898993835449218750e+02,1.318675994873046875e+02,1.333197143554687500e+03,3.621183776855468750e+02,3.956433105468750000e+02,3.910638122558593750e+02,5.085818786621093750e+02,6.560463256835937500e+02,5.607130737304687500e+02,7.343438110351562500e+02,6.622289428710937500e+02,7.543020019531250000e+02,7.501689453125000000e+02,9.644468994140625000e+02,8.068919677734375000e+02,8.752976684570312500e+02,9.139450073242187500e+02,1.182381835937500000e+03,1.160633300781250000e+03,1.104877685546875000e+03,1.291550415039062500e+03,1.726897705078125000e+03,1.353124267578125000e+03,1.579998535156250000e+03,1.243775878906250000e+03,1.569791870117187500e+03,1.807400634765625000e+03,2.206112548828125000e+03,2.116068847656250000e+03,2.019108398437500000e+03,1.480394531250000000e+03,1.604112182617187500e+03,1.480634155273437500e+03,1.333615600585937500e+03,1.197467407226562500e+03,1.518849731445312500e+03,1.215722778320312500e+03,1.934009643554687500e+03,1.100644775390625000e+03,1.502662231445312500e+03,1.644249511718750000e+03,1.077704345703125000e+03,1.035590332031250000e+03,9.783035888671875000e+02,1.495035034179687500e+03,9.970424194335937500e+02,1.349885253906250000e+03,1.502748901367187500e+03,1.799866699218750000e+03,9.330646362304687500e+02,1.197881713867187500e+03,7.426842651367187500e+02,1.532753906250000000e+03,1.047174804687500000e+03,1.390957397460937500e+03,8.988698120117187500e+02,1.580566772460937500e+03,1.310809570312500000e+03,5.613278198242187500e+02,1.615441406250000000e+03,1.179137329101562500e+03,9.102808837890625000e+02,6.923820800781250000e+02,1.096973388671875000e+03,4.273361511230468750e+02,1.666583251953125000e+03,9.281268310546875000e+02,1.302006469726562500e+03,9.589821777343750000e+02,1.468761474609375000e+03,3.711891174316406250e+02,1.034582763671875000e+03,2.825914001464843750e+02,1.346298583984375000e+03,5.896473999023437500e+02,1.087363647460937500e+03,1.607191284179687500e+03,4.062981414794921875e+01,1.164582397460937500e+03,3.962390441894531250e+02,2.748878479003906250e+02,9.674018554687500000e+02,7.918591308593750000e+02
1.497070068359375000e+03,-1.000000000000000000e+00,1.785611572265625000e+03,1.572602294921875000e+03,2.276813964843750000e+02,1.292093505859375000e+03,1.699336425781250000e+03,1.423707031250000000e+03,1.227547241210937500e+03,2.051792236328125000e+03,1.793271362304687500e+03,1.158752197265625000e+03,1.735376098632812500e+03,1.916996215820312500e+03,1.868464599609375000e+03,1.175393554687500000e+03,1.680988037109375000e+03,1.954935180664062500e+03,1.767729492187500000e+03,1.259839843750000000e+03,1.300656860351562500e+03,1.443771972656250000e+03,1.395886596679687500e+03,2.312707214355468750e+02,4.901137390136718750e+02,2.030604125976562500e+03,2.044635253906250000e+03,1.518033813476562500e+03,1.915342285156250000e+03,1.597431152343750000e+03,1.592201538085937500e+03,1.597996948242187500e+03,1.863036621093750000e+03,1.615489624023437500e+03,1.590005859375000000e+03,1.577633300781250000e+03,1.884933715820312500e+03,1.299990844726562500e+03,1.576806030273437500e+03,1.148660522460937500e+03,2.045759887695312500e+03,1.175657348632812500e+03,1.105704589843750000e+03,1.593866088867187500e+03,1.977148925781250000e+03,1.922989990234375000e+03,1.044296630859375000e+03,1.435396484375000000e+03,1.001088256835937500e+03,9.206206054687500000e+02,8.717805175781250000e+02,1.261722656250000000e+03,9.819553222656250000e+02,1.726910278320312500e+03,7.425093383789062500e+02,9.805028076171875000e+02,6.822784423828125000e+02,1.005911560058593750e+03,5.970975952148437500e+02,6.616902465820312500e+02,1.538008300781250000e+03,5.247023925781250000e+02,6.467902832031250000e+02,8.607897949218750000e+02,1.073399291992187500e+03,6.550529785156250000e+02,1.472626708984375000e+03,4.392173156738281250e+02,7.819468383789062500e+02,4.803211669921875000e+02,6.885649414062500000e+02,2.837563476562500000e+02,1.240146362304687500e+03,5.263651123046875000e+02,1.295370849609375000e+03,2.475862731933593750e+02,2.074512695312500000e+03,4.387970886230468750e+02,1.426434783935546875e+02,1.523280395507812500e+03,3.352231445312500000e+02,1.893245727539062500e+03,1.771927734375000000e+03,2.127649169921875000e+03,2.241471435546875000e+03
2.898993835449218750e+02,1.785611572265625000e+03,-1.000000000000000000e+00,2.309860839843750000e+02,1.617465454101562500e+03,5.776107177734375000e+02,3.523800659179687500e+02,5.338093261718750000e+02,7.143598022460937500e+02,4.396108093261718750e+02,4.896455383300781250e+02,9.306741333007812500e+02,6.470996093750000000e+02,6.662226562500000000e+02,6.861126098632812500e+02,1.145654174804687500e+03,8.358002319335937500e+02,8.015214843750000000e+02,9.241696166992187500e+02,1.348420288085937500e+03,1.317872802734375000e+03,1.228234130859375000e+03,1.435820922851562500e+03,2.015798217773437500e+03,1.620488647460937500e+03,1.671711303710937500e+03,1.277177490234375000e+03,1.758762451171875000e+03,1.951661743164062500e+03,2.434364257812500000e+03,2.337672851562500000e+03,2.232137207031250000e+03,1.596650146484375000e+03,1.780161621093750000e+03,1.650775146484375000e+03,1.494238281250000000e+03,1.270729492187500000e+03,1.735982055664062500e+03,1.367278320312500000e+03,2.189158203125000000e+03,1.104580444335937500e+03,1.734529174804687500e+03,1.889504272460937500e+03,1.214535766601562500e+03,1.050732788085937500e+03,1.001960205078125000e+03,1.740979980468750000e+03,1.166401367187500000e+03,1.596766479492187500e+03,1.760470092773437500e+03,2.070202636718750000e+03,1.138089355468750000e+03,1.445392578125000000e+03,8.027721557617187500e+02,1.804361083984375000e+03,1.296162963867187500e+03,1.664923339843750000e+03,1.149031738281250000e+03,1.860834472656250000e+03,1.586131713867187500e+03,6.855780029296875000e+02,1.899166748046875000e+03,1.457072509765625000e+03,1.179004882812500000e+03,9.450762329101562500e+02,1.376471679687500000e+03,5.843233032226562500e+02,1.953653686523437500e+03,1.204303833007812500e+03,1.586692016601562500e+03,1.241676879882812500e+03,1.757788208007812500e+03,6.313703002929687500e+02,1.323427856445312500e+03,5.467871093750000000e+02,1.636070678710937500e+03,3.318649597167968750e+02,1.377228271484375000e+03,1.896815795898437500e+03,2.695979614257812500e+02,1.453856445312500000e+03,1.145695114135742188e+02,3.751893234252929688e+01,9.013218383789062500e+02,5.251298828125000000e+02
1.318675994873046875e+02,1.572602294921875000e+03,2.309860839843750000e+02,-1.000000000000000000e+00,1.397005249023437500e+03,3.479821777343750000e+02,2.659234008789062500e+02,3.250593261718750000e+02,4.880349731445312500e+02,5.327688598632812500e+02,4.313260192871093750e+02,7.088143310546875000e+02,5.435897827148437500e+02,6.250494995117187500e+02,6.237911987304687500e+02,9.303721313476562500e+02,7.021707153320312500e+02,7.485611572265625000e+02,8.049996337890625000e+02,1.140285156250000000e+03,1.113485839843750000e+03,1.040006713867187500e+03,1.238066650390625000e+03,1.803624877929687500e+03,1.390826293945312500e+03,1.700022949218750000e+03,1.348879760742187500e+03,1.701571289062500000e+03,1.936100708007812500e+03,2.335810546875000000e+03,2.246596435546875000e+03,2.150382812500000000e+03,1.604673706054687500e+03,1.735402709960937500e+03,1.611480102539062500e+03,1.463526123046875000e+03,1.312314086914062500e+03,1.650044189453125000e+03,1.344489135742187500e+03,2.057876953125000000e+03,1.196404418945312500e+03,1.632320800781250000e+03,1.771253051757812500e+03,1.204181884765625000e+03,1.134192504882812500e+03,1.078896850585937500e+03,1.622057739257812500e+03,1.127235473632812500e+03,1.476895996093750000e+03,1.626271728515625000e+03,1.917033203125000000e+03,1.064932128906250000e+03,1.325011718750000000e+03,8.507428588867187500e+02,1.649576904296875000e+03,1.174278808593750000e+03,1.506506958007812500e+03,1.026105590820312500e+03,1.690354858398437500e+03,1.425567993164062500e+03,6.819838867187500000e+02,1.721031127929687500e+03,1.292158081054687500e+03,1.030603027343750000e+03,8.198065185546875000e+02,1.208842041015625000e+03,5.522148437500000000e+02,1.766259155273437500e+03,1.043588256835937500e+03,1.406922485351562500e+03,1.067940063476562500e+03,1.562976074218750000e+03,4.991417846679687500e+02,1.130915771484375000e+03,4.107095336914062500e+02,1.435992309570312500e+03,5.604663085937500000e+02,1.176408203125000000e+03,1.688519653320312500e+03,1.492148132324218750e+02,1.244482666015625000e+03,3.455511474609375000e+02,2.335755157470703125e+02,1.038366699218750000e+03,6.843348999023437500e+02
1.333197143554687500e+03,2.276813964843750000e+02,1.617465454101562500e+03,1.397005249023437500e+03,-1.000000000000000000e+00,1.097463012695312500e+03,1.503423095703125000e+03,1.222609619140625000e+03,1.021006225585937500e+03,1.856763183593750000e+03,1.588242065429687500e+03,9.374503173828125000e+02,1.521542358398437500e+03,1.704125366210937500e+03,1.653957031250000000e+03,9.477375488281250000e+02,1.459221069335937500e+03,1.736799804687500000e+03,1.543799438476562500e+03,1.035600219726562500e+03,1.075360351562500000e+03,1.216521728515625000e+03,1.174173217773437500e+03,4.389313964843750000e+02,2.938739929199218750e+02,2.048619873046875000e+03,2.009976196289062500e+03,1.587070556640625000e+03,1.980562133789062500e+03,1.757236938476562500e+03,1.739516479492187500e+03,1.730151123046875000e+03,1.883664916992187500e+03,1.680506469726562500e+03,1.637593017578125000e+03,1.602529663085937500e+03,1.860025390625000000e+03,1.380887329101562500e+03,1.582735107421875000e+03,1.316665893554687500e+03,1.989145996093750000e+03,1.264793334960937500e+03,1.227806274414062500e+03,1.576428466796875000e+03,1.918211059570312500e+03,1.861113037109375000e+03,1.143474731445312500e+03,1.415884643554687500e+03,1.073806396484375000e+03,1.032141113281250000e+03,1.047776855468750000e+03,1.239425292968750000e+03,1.022693847656250000e+03,1.648343383789062500e+03,8.768682250976562500e+02,9.871295166015625000e+02,7.852982788085937500e+02,9.784505615234375000e+02,7.579492187500000000e+02,7.426326293945312500e+02,1.445591186523437500e+03,7.027631225585937500e+02,6.853348999023437500e+02,8.281989746093750000e+02,1.001831665039062500e+03,6.645957031250000000e+02,1.363418945312500000e+03,6.407317504882812500e+02,7.461364135742187500e+02,5.600056762695312500e+02,6.481916503906250000e+02,4.431209716796875000e+02,1.114981811523437500e+03,4.735501708984375000e+02,1.158818847656250000e+03,3.348262634277343750e+02,1.919470947265625000e+03,3.744752502441406250e+02,3.703235168457031250e+02,1.362713989257812500e+03,2.463916625976562500e+02,1.728148803710937500e+03,1.607038818359375000e+03,2.040283935546875000e+03,2.052860595703125000e+03
3.621183776855468750e+02,1.292093505859375000e+03,5.776107177734375000e+02,3.479821777343750000e+02,1.097463012695312500e+03,-1.000000000000000000e+00,4.072486572265625000e+02,1.473299560546875000e+02,1.464797515869140625e+02,7.600844726562500000e+02,5.145383300781250000e+02,3.722453613281250000e+02,5.115199584960937500e+02,6.718702392578125000e+02,6.385781860351562500e+02,6.027202148437500000e+02,5.718093872070312500e+02,7.524491577148437500e+02,6.856247558593750000e+02,8.222345581054687500e+02,8.028072509765625000e+02,7.628443603515625000e+02,9.369568481445312500e+02,1.522479858398437500e+03,1.057805908203125000e+03,1.842590454101562500e+03,1.556181884765625000e+03,1.721364990234375000e+03,2.011661621093750000e+03,2.272540771484375000e+03,2.197535644531250000e+03,2.118707763671875000e+03,1.723020629882812500e+03,1.773284667968750000e+03,1.661894897460937500e+03,1.532603149414062500e+03,1.485218383789062500e+03,1.625228637695312500e+03,1.430592041015625000e+03,1.942439208984375000e+03,1.431496337890625000e+03,1.580488037109375000e+03,1.686566406250000000e+03,1.315323120117187500e+03,1.362865112304687500e+03,1.303124877929687500e+03,1.540998291015625000e+03,1.202682373046875000e+03,1.399778808593750000e+03,1.516857910156250000e+03,1.763288452148437500e+03,1.093234008789062500e+03,1.254247802734375000e+03,1.058528686523437500e+03,1.499453369140625000e+03,1.109861694335937500e+03,1.353677734375000000e+03,9.713603515625000000e+02,1.506934936523437500e+03,1.271328979492187500e+03,8.507898559570312500e+02,1.520585571289062500e+03,1.134486816406250000e+03,9.248540039062500000e+02,7.837568359375000000e+02,1.049490112304687500e+03,7.103897705078125000e+02,1.544589111328125000e+03,9.103506469726562500e+02,1.211701660156250000e+03,9.033544311523437500e+02,1.328479125976562500e+03,5.204321899414062500e+02,9.166836547851562500e+02,4.598100280761718750e+02,1.191676269531250000e+03,9.083553466796875000e+02,9.383837890625000000e+02,1.418704833984375000e+03,4.027443847656250000e+02,9.806656494140625000e+02,6.917503051757812500e+02,5.815255737304687500e+02,1.323125488281250000e+03,9.563035278320312500e+02
3.956433105468750000e+02,1.699336425781250000e+03,3.523800659179687500e+02,2.659234008789062500e+02,1.503423095703125000e+03,4.072486572265625000e+02,-1.000000000000000000e+00,2.865084838867187500e+02,4.959475097656250000e+02,3.533442382812500000e+02,1.654029235839843750e+02,6.728355712890625000e+02,2.974143676757812500e+02,3.591266174316406250e+02,3.600609436035156250e+02,8.585408935546875000e+02,4.835317687988281250e+02,4.840341186523437500e+02,5.729044189453125000e+02,1.041516479492187500e+03,1.005129333496093750e+03,8.967584228515625000e+02,1.112206054687500000e+03,1.929717407226562500e+03,1.445634399414062500e+03,1.961812133789062500e+03,1.597398559570312500e+03,1.963533935546875000e+03,2.202015136718750000e+03,2.583065429687500000e+03,2.497286621093750000e+03,2.404793457031250000e+03,1.869316406250000000e+03,1.999351806640625000e+03,1.876227783203125000e+03,1.729092895507812500e+03,1.570349731445312500e+03,1.904461181640625000e+03,1.610389404296875000e+03,2.287566162109375000e+03,1.435609497070312500e+03,1.880404541015625000e+03,2.010538208007812500e+03,1.469832153320312500e+03,1.376977416992187500e+03,1.324184448242187500e+03,1.861806030273437500e+03,1.392617675781250000e+03,1.717073730468750000e+03,1.856450927734375000e+03,2.130146240234375000e+03,1.325634155273437500e+03,1.566100341796875000e+03,1.104766601562500000e+03,1.863221557617187500e+03,1.415983642578125000e+03,1.718134277343750000e+03,1.268992919921875000e+03,1.887678344726562500e+03,1.636031616210937500e+03,9.456541137695312500e+02,1.908847412109375000e+03,1.500030761718750000e+03,1.257140380859375000e+03,1.064686279296875000e+03,1.415187133789062500e+03,8.177554321289062500e+02,1.940877563476562500e+03,1.259592773437500000e+03,1.596267578125000000e+03,1.270270996093750000e+03,1.728109741210937500e+03,7.490416870117187500e+02,1.307042114257812500e+03,6.625657958984375000e+02,1.593526733398437500e+03,6.464781494140625000e+02,1.337299194335937500e+03,1.825481567382812500e+03,4.150547790527343750e+02,1.385967651367187500e+03,4.354511718750000000e+02,3.812183227539062500e+02,1.249594238281250000e+03,5.572484741210937500e+02
3.910638122558593750e+02,1.423707031250000000e+03,5.338093261718750000e+02,3.250593261718750000e+02,1.222609619140625000e+03,1.473299560546875000e+02,2.865084838867187500e+02,-1.000000000000000000e+00,2.094904937744140625e+02,6.374459838867187500e+02,3.722098999023437500e+02,4.022336120605468750e+02,3.657490234375000000e+02,5.246184082031250000e+02,4.914941101074218750e+02,6.118609619140625000e+02,4.466818542480468750e+02,6.065643920898437500e+02,5.599407958984375000e+02,8.168809204101562500e+02,7.888934326171875000e+02,7.174948120117187500e+02,9.130472412109375000e+02,1.652923095703125000e+03,1.159171142578125000e+03,1.939713745117187500e+03,1.628073974609375000e+03,1.850060302734375000e+03,2.128692138671875000e+03,2.415123535156250000e+03,2.338394531250000000e+03,2.257141601562500000e+03,1.827278198242187500e+03,1.898398315429687500e+03,1.783814941406250000e+03,1.649489379882812500e+03,1.570241210937500000e+03,1.761554565429687500e+03,1.542539794921875000e+03,2.088851562500000000e+03,1.490411010742187500e+03,1.720563232421875000e+03,1.830515991210937500e+03,1.419512084960937500e+03,1.424410766601562500e+03,1.366326293945312500e+03,1.684337768554687500e+03,1.315857543945312500e+03,1.542379028320312500e+03,1.662515991210937500e+03,1.910618408203125000e+03,1.216743896484375000e+03,1.395670776367187500e+03,1.126762329101562500e+03,1.646734863281250000e+03,1.249860595703125000e+03,1.500953735351562500e+03,1.109143066406250000e+03,1.653731689453125000e+03,1.418596313476562500e+03,9.308981933593750000e+02,1.666355590820312500e+03,1.281745849609375000e+03,1.068624267578125000e+03,9.165635375976562500e+02,1.196729003906250000e+03,7.909697265625000000e+02,1.688185913085937500e+03,1.056274902343750000e+03,1.358232299804687500e+03,1.050576904296875000e+03,1.470784790039062500e+03,6.340529785156250000e+02,1.062578735351562500e+03,5.625786743164062500e+02,1.332802612304687500e+03,8.633458251953125000e+02,1.081596923828125000e+03,1.553121948242187500e+03,4.291709899902343750e+02,1.118780151367187500e+03,6.426716918945312500e+02,5.469912109375000000e+02,1.354642333984375000e+03,8.437318115234375000e+02
5.085818786621093750e+02,1.227547241210937500e+03,7.143598022460937500e+02,4.880349731445312500e+02,1.021006225585937500e+03,1.464797515869140625e+02,4.959475097656250000e+02,2.094904937744140625e+02,-1.000000000000000000e+00,8.456945800781250000e+02,5.672372436523437500e+02,2.257666625976562500e+02,5.169390258789062500e+02,6.941384887695312500e+02,6.503040771484375000e+02,4.568062744140625000e+02,5.224850463867187500e+02,7.507712402343750000e+02,6.324490966796875000e+02,6.775693969726562500e+02,6.600046386718750000e+02,6.321475830078125000e+02,7.962002563476562500e+02,1.454955688476562500e+03,9.496917724609375000e+02,1.956287475585937500e+03,1.687109497070312500e+03,1.797682006835937500e+03,2.104436523437500000e+03,2.312554199218750000e+03,2.243868896484375000e+03,2.172519775390625000e+03,1.830717407226562500e+03,1.855379638671875000e+03,1.749220825195312500e+03,1.627233764648437500e+03,1.608850341796875000e+03,1.686240844726562500e+03,1.531534423828125000e+03,1.962344238281250000e+03,1.568396118164062500e+03,1.631484985351562500e+03,1.722642456054687500e+03,1.424755126953125000e+03,1.498912109375000000e+03,1.438668090820312500e+03,1.580465332031250000e+03,1.303559326171875000e+03,1.443043090820312500e+03,1.544289672851562500e+03,1.766873291015625000e+03,1.181646728515625000e+03,1.302816894531250000e+03,1.192824829101562500e+03,1.508064331054687500e+03,1.164282714843750000e+03,1.363286865234375000e+03,1.033544189453125000e+03,1.498543090820312500e+03,1.281781250000000000e+03,9.805770874023437500e+02,1.502858520507812500e+03,1.146256469726562500e+03,9.674771118164062500e+02,8.600789184570312500e+02,1.062672607421875000e+03,8.412197875976562500e+02,1.514607421875000000e+03,9.409327392578125000e+02,1.201944702148437500e+03,9.186788940429687500e+02,1.293842041015625000e+03,6.302690429687500000e+02,9.039172363281250000e+02,5.810903320312500000e+02,1.153252685546875000e+03,1.046172973632812500e+03,9.101076049804687500e+02,1.360113037109375000e+03,5.492045288085937500e+02,9.337620849609375000e+02,8.273922119140625000e+02,7.210698242187500000e+02,1.467513793945312500e+03,1.053193847656250000e+03
6.560463256835937500e+02,2.051792236328125000e+03,4.396108093261718750e+02,5.327688598632812500e+02,1.856763183593750000e+03,7.600844726562500000e+02,3.533442382812500000e+02,6.374459838867187500e+02,8.456945800781250000e+02,-1.000000000000000000e+00,3.123481445312500000e+02,1.004842346191406250e+03,4.715292053222656250e+02,3.661028747558593750e+02,4.177942504882812500e+02,1.164984497070312500e+03,6.679470825195312500e+02,4.880492248535156250e+02,7.095404052734375000e+02,1.321524658203125000e+03,1.278567138671875000e+03,1.142005126953125000e+03,1.364929199218750000e+03,2.282396484375000000e+03,1.793839965820312500e+03,2.101412109375000000e+03,1.688785034179687500e+03,2.195402343750000000e+03,2.390674316406250000e+03,2.857317382812500000e+03,2.764160644531250000e+03,2.662369384765625000e+03,2.032547851562500000e+03,2.218788085937500000e+03,2.089841796875000000e+03,1.933733642578125000e+03,1.697881469726562500e+03,2.163822753906250000e+03,1.806888916015625000e+03,2.589734375000000000e+03,1.505354125976562500e+03,2.154594726562500000e+03,2.299875244140625000e+03,1.653831542968750000e+03,1.458699462890625000e+03,1.415138183593750000e+03,2.150681396484375000e+03,1.604869995117187500e+03,2.005572998046875000e+03,2.158283935546875000e+03,2.449146972656250000e+03,1.568891479492187500e+03,1.853549194335937500e+03,1.233203857421875000e+03,2.181648193359375000e+03,1.702906494140625000e+03,2.038119750976562500e+03,1.554598388671875000e+03,2.217910888671875000e+03,1.956862548828125000e+03,1.125188720703125000e+03,2.244468017578125000e+03,1.822656616210937500e+03,1.563354248046875000e+03,1.348137084960937500e+03,1.738779907226562500e+03,1.020924133300781250e+03,2.282527099609375000e+03,1.575538696289062500e+03,1.930588500976562500e+03,1.596273925781250000e+03,2.072826904296875000e+03,1.027033081054687500e+03,1.646732055664062500e+03,9.385079956054687500e+02,1.940257812500000000e+03,5.515642089843750000e+02,1.682438720703125000e+03,2.176843505859375000e+03,6.565051879882812500e+02,1.735909301757812500e+03,4.322651672363281250e+02,4.766161193847656250e+02,1.265498535156250000e+03,2.207326812744140625e+02
